 [-1.05252061e-02  1.03920502e+01]
 [-1.04828568e-02  1.04068117e+01]
 [-1.04426263e-02  1.04215731e+01]
 [-1.04046777e-02  1.04363345e+01]
 [-1.03691738e-02  1.04510960e+01]
 [-1.03362777e-02  1.04658574e+01]
 [-1.03061524e-02  1.04806188e+01]
 [-1.02789608e-02  1.04953803e+01]
 [-1.02548660e-02  1.05101417e+01]
 [-1.02340309e-02  1.05249031e+01]
 [-1.02166185e-02  1.05396646e+01]
 [-1.02027918e-02  1.05544260e+01]
 [-1.01927138e-02  1.05691874e+01]
 [-1.01865475e-02  1.05839489e+01]
 [-1.01844558e-02  1.05987103e+01]
 [-9.84415401e-03  1.06134718e+01]
 [-9.84024624e-03  1.06282332e+01]
 [-9.83718298e-03  1.06429946e+01]
 [-9.83576079e-03  1.06577561e+01]
 [-9.83475076e-03  1.06725175e+01]
 [-9.83229263e-03  1.06872789e+01]
 [-9.83215193e-03  1.07020404e+01]
 [-9.83186117e-03  1.07168018e+01]
 [-9.83146139e-03  1.07315632e+01]
 [-9.83171571e-03  1.07463247e+01]
 [-9.83192248e-03  1.07610861e+01]
 [-9.83271354e-03  1.07758475e+01]
 [-9.83311529e-03  1.07906090e+01]
 [-9.83455893e-03  1.08053704e+01]
 [-9.83639645e-03  1.08201318e+01]
 [-9.83769346e-03  1.08348933e+01]
 [-9.83944202e-03  1.08496547e+01]
 [-9.83924444e-03  1.08644161e+01]
 [-9.84309431e-03  1.08791776e+01]
 [-9.84606872e-03  1.08939390e+01]
 [-9.84799940e-03  1.09087004e+01]
 [-9.85142912e-03  1.09234619e+01]
 [-9.85356506e-03  1.09382233e+01]
 [-9.85679223e-03  1.09529848e+01]
 [-9.85919964e-03  1.09677462e+01]
 [-9.86260199e-03  1.09825076e+01]
 [-9.86582593e-03  1.09972691e+01]
 [-9.86890777e-03  1.10120305e+01]
 [-9.87233177e-03  1.10267919e+01]
 [-9.87565207e-03  1.10415534e+01]
 [-9.87893104e-03  1.10563148e+01]
 [-9.88226230e-03  1.10710762e+01]
 [-9.88557729e-03  1.10858377e+01]
 [-9.88786562e-03  1.11005991e+01]
 [-9.89217399e-03  1.11153605e+01]
 [-9.89643736e-03  1.11301220e+01]
 [-9.89754565e-03  1.11448834e+01]
 [-9.90275303e-03  1.11596448e+01]
 [-9.90728915e-03  1.11744063e+01]
 [-9.91027078e-03  1.11891677e+01]
 [-9.91434722e-03  1.12039291e+01]
 [-9.91775817e-03  1.12186906e+01]
 [-9.92160411e-03  1.12334520e+01]
 [-9.92522180e-03  1.12482135e+01]
 [-9.92874371e-03  1.12629749e+01]
 [-9.93253835e-03  1.12777363e+01]
 [-9.93648185e-03  1.12924978e+01]
 [-9.94017486e-03  1.13072592e+01]
 [-9.94407722e-03  1.13220206e+01]
 [-9.94786598e-03  1.13367821e+01]
 [-9.95051494e-03  1.13515435e+01]
 [-9.95507816e-03  1.13663049e+01]
 [-9.95966544e-03  1.13810664e+01]
 [-9.96306982e-03  1.13958278e+01]
 [-9.96705351e-03  1.14105892e+01]
 [-9.97079360e-03  1.14253507e+01]
 [-9.97480199e-03  1.14401121e+01]
 [-9.97864045e-03  1.14548735e+01]
 [-9.98291213e-03  1.14696350e+01]
 [-9.98686982e-03  1.14843964e+01]
 [-9.98978898e-03  1.14991578e+01]
 [-9.99446072e-03  1.15139193e+01]
 [-9.99855644e-03  1.15286807e+01]
 [-1.00022213e-02  1.15434422e+01]
 [-1.00066322e-02  1.15582036e+01]
 [-1.00081113e-02  1.15729650e+01]
 [-1.00137255e-02  1.15877265e+01]
 [-1.00185747e-02  1.16024879e+01]
 [-1.00219357e-02  1.16172493e+01]
 [-1.00265251e-02  1.16320108e+01]
 [-1.00301144e-02  1.16467722e+01]
 [-1.00342704e-02  1.16615336e+01]
 [-1.00379283e-02  1.16762951e+01]
 [-1.00420360e-02  1.16910565e+01]
 [-1.00458957e-02  1.17058179e+01]
 [-1.00498200e-02  1.17205794e+01]
 [-1.00535736e-02  1.17353408e+01]
 [-1.00563942e-02  1.17501022e+01]
 [-1.00612215e-02  1.17648637e+01]
 [-1.00657669e-02  1.17796251e+01]
 [-1.00691253e-02  1.17943865e+01]
 [-1.00730739e-02  1.18091480e+01]
 [-1.00767832e-02  1.18239094e+01]
 [-1.00807184e-02  1.18386709e+01]
 [-1.00845754e-02  1.18534323e+01]
 [-1.00883244e-02  1.18681937e+01]
 [-1.00911376e-02  1.18829552e+01]
 [-1.00936682e-02  1.18977166e+01]
 [-1.00962441e-02  1.19124780e+01]
 [-1.00988219e-02  1.19272395e+01]
 [-1.01013729e-02  1.19420009e+01]
 [-1.01037617e-02  1.19567623e+01]
 [-1.01064942e-02  1.19715238e+01]
 [-1.01071818e-02  1.19862852e+01]
 [-1.01109399e-02  1.20010466e+01]
 [-1.01147278e-02  1.20158081e+01]
 [-1.01165263e-02  1.20305695e+01]
 [-1.01189334e-02  1.20453309e+01]
 [-1.01213229e-02  1.20600924e+01]
 [-1.01240816e-02  1.20748538e+01]
 [-1.01264490e-02  1.20896152e+01]
 [-1.01292271e-02  1.21043767e+01]
 [-1.01303584e-02  1.21191381e+01]
 [-1.01336074e-02  1.21338996e+01]
 [-1.01363435e-02  1.21486610e+01]
 [-1.01380964e-02  1.21634224e+01]
 [-1.01407373e-02  1.21781839e+01]
 [-1.01430139e-02  1.21929453e+01]
 [-1.01451267e-02  1.22077067e+01]
 [-1.01474055e-02  1.22224682e+01]
 [-1.01472972e-02  1.22372296e+01]
 [-1.01511122e-02  1.22519910e+01]
 [-1.01543980e-02  1.22667525e+01]
 [-1.01554410e-02  1.22815139e+01]
 [-1.01581789e-02  1.22962753e+01]
 [-1.01596894e-02  1.23110368e+01]
 [-1.01618526e-02  1.23257982e+01]
 [-1.01635764e-02  1.23405596e+01]
 [-1.01656550e-02  1.23553211e+01]
 [-1.01675131e-02  1.23700825e+01]
 [-1.01693742e-02  1.23848439e+01]
 [-1.01710156e-02  1.23996054e+01]
 [-1.01706312e-02  1.24143668e+01]
 [-1.01694964e-02  1.24291283e+01]
 [-1.01676392e-02  1.24438897e+01]
 [-1.01650873e-02  1.24586511e+01]
 [-1.01618684e-02  1.24734126e+01]
 [-1.01580103e-02  1.24881740e+01]
 [-1.01535409e-02  1.25029354e+01]
 [-1.01484879e-02  1.25176969e+01]
 [-1.01428792e-02  1.25324583e+01]
 [-1.01367424e-02  1.25472197e+01]
 [-1.01301055e-02  1.25619812e+01]
 [-1.01229961e-02  1.25767426e+01]
 [-1.01154421e-02  1.25915040e+01]
 [-1.01074713e-02  1.26062655e+01]
 [-1.00991114e-02  1.26210269e+01]
 [-1.00903903e-02  1.26357883e+01]
 [-1.00813357e-02  1.26505498e+01]
 [-1.00719754e-02  1.26653112e+01]
 [-1.00623372e-02  1.26800726e+01]
 [-1.00524489e-02  1.26948341e+01]
 [-1.00423383e-02  1.27095955e+01]
 [-1.00320332e-02  1.27243570e+01]
 [-1.00215614e-02  1.27391184e+01]
 [-1.00109506e-02  1.27538798e+01]
 [-1.00002287e-02  1.27686413e+01]
 [-9.98942334e-03  1.27834027e+01]
 [-9.97856245e-03  1.27981641e+01]
 [-9.96767377e-03  1.28129256e+01]
 [-9.95678509e-03  1.28276870e+01]
 [-9.94592419e-03  1.28424484e+01]
 [-9.93511888e-03  1.28572099e+01]
 [-9.92439694e-03  1.28719713e+01]
 [-9.91378615e-03  1.28867327e+01]
 [-9.90331430e-03  1.29014942e+01]
 [-9.89300919e-03  1.29162556e+01]
 [-9.88289861e-03  1.29310170e+01]
 [-9.87301033e-03  1.29457785e+01]
 [-9.86337216e-03  1.29605399e+01]
 [-9.85401188e-03  1.29753013e+01]
 [-9.84495728e-03  1.29900628e+01]
 [-9.83623614e-03  1.30048242e+01]
 [-9.82787627e-03  1.30195857e+01]
 [-9.81990544e-03  1.30343471e+01]
 [-9.81235144e-03  1.30491085e+01]
 [-9.80524208e-03  1.30638700e+01]
 [-9.79860512e-03  1.30786314e+01]
 [-9.79246837e-03  1.30933928e+01]
 [-9.78685961e-03  1.31081543e+01]
 [-9.78180664e-03  1.31229157e+01]
 [-9.77733723e-03  1.31376771e+01]
 [-9.77347918e-03  1.31524386e+01]
 [-9.77026028e-03  1.31672000e+01]
 [-9.76770832e-03  1.31819614e+01]
 [-9.76585108e-03  1.31967229e+01]
 [-9.76471636e-03  1.32114843e+01]
 [-9.76433195e-03  1.32262457e+01]
 [-9.36254944e-03  1.32410072e+01]
 [-9.34570860e-03  1.32557686e+01]
 [-9.32995491e-03  1.32705300e+01]
 [-9.31325334e-03  1.32852915e+01]
 [-9.29845966e-03  1.33000529e+01]
 [-9.28389319e-03  1.33148144e+01]
 [-9.26992050e-03  1.33295758e+01]
 [-9.25607049e-03  1.33443372e+01]
 [-9.24310927e-03  1.33590987e+01]
 [-9.23132070e-03  1.33738601e+01]
 [-9.21975307e-03  1.33886215e+01]
 [-9.20873920e-03  1.34033830e+01]
 [-9.19782096e-03  1.34181444e+01]
 [-9.18717942e-03  1.34329058e+01]
 [-9.17685977e-03  1.34476673e+01]
 [-9.16648607e-03  1.34624287e+01]
 [-9.15633418e-03  1.34771901e+01]
 [-9.14459245e-03  1.34919516e+01]
 [-9.13579052e-03  1.35067130e+01]
 [-9.12662268e-03  1.35214744e+01]
 [-9.11641639e-03  1.35362359e+01]
 [-9.10744079e-03  1.35509973e+01]
 [-9.09817502e-03  1.35657587e+01]
 [-9.08944122e-03  1.35805202e+01]
 [-9.08049274e-03  1.35952816e+01]
 [-9.07209607e-03  1.36100431e+01]
 [-9.06358558e-03  1.36248045e+01]
 [-9.05457165e-03  1.36395659e+01]
 [-9.04584816e-03  1.36543274e+01]
 [-9.03854075e-03  1.36690888e+01]
 [-9.03091148e-03  1.36838502e+01]
 [-9.02298369e-03  1.36986117e+01]
 [-9.01531977e-03  1.37133731e+01]
 [-9.00765001e-03  1.37281345e+01]
 [-9.00007939e-03  1.37428960e+01]
 [-8.99264253e-03  1.37576574e+01]
 [-8.98422007e-03  1.37724188e+01]
 [-8.97754831e-03  1.37871803e+01]
 [-8.97055675e-03  1.38019417e+01]
 [-8.96336896e-03  1.38167031e+01]
 [-8.95672740e-03  1.38314646e+01]
 [-8.94935554e-03  1.38462260e+01]
 [-8.94145305e-03  1.38609874e+01]
 [-8.93522646e-03  1.38757489e+01]
 [-8.92863861e-03  1.38905103e+01]
 [-8.92152806e-03  1.39052718e+01]
 [-8.91521635e-03  1.39200332e+01]
 [-8.90790293e-03  1.39347946e+01]
 [-8.90120150e-03  1.39495561e+01]
 [-8.89442982e-03  1.39643175e+01]
 [-8.88761732e-03  1.39790789e+01]
 [-8.88068940e-03  1.39938404e+01]
 [-8.87383863e-03  1.40086018e+01]
 [-8.86675852e-03  1.40233632e+01]
 [-8.85976700e-03  1.40381247e+01]
 [-8.85256185e-03  1.40528861e+01]
 [-8.84522469e-03  1.40676475e+01]
 [-8.83829298e-03  1.40824090e+01]
 [-8.83132349e-03  1.40971704e+01]
 [-8.82407702e-03  1.41119318e+01]
 [-8.81713108e-03  1.41266933e+01]
 [-8.80997242e-03  1.41414547e+01]
 [-8.80117079e-03  1.41562161e+01]
 [-8.79499824e-03  1.41709776e+01]
 [-8.78864876e-03  1.41857390e+01]
 [-8.78021310e-03  1.42005005e+01]
 [-8.77349670e-03  1.42152619e+01]
 [-8.76600349e-03  1.42300233e+01]
 [-8.75765101e-03  1.42447848e+01]
 [-8.75043427e-03  1.42595462e+01]
 [-8.74293708e-03  1.42743076e+01]
 [-8.73481013e-03  1.42890691e+01]
 [-8.72707833e-03  1.43038305e+01]
 [-8.71879642e-03  1.43185919e+01]
 [-8.71066584e-03  1.43333534e+01]
 [-8.70223354e-03  1.43481148e+01]
 [-8.69380166e-03  1.43628762e+01]
 [-8.68410235e-03  1.43776377e+01]
 [-8.67613402e-03  1.43923991e+01]
 [-8.66780062e-03  1.44071605e+01]
 [-8.65831865e-03  1.44219220e+01]
 [-8.64934061e-03  1.44366834e+01]
 [-8.63984997e-03  1.44514448e+01]
 [-8.63024376e-03  1.44662063e+01]
 [-8.62046635e-03  1.44809677e+01]
 [-8.61041569e-03  1.44957291e+01]
 [-8.59909519e-03  1.45104906e+01]
 [-8.59017921e-03  1.45252520e+01]
 [-8.58034497e-03  1.45400135e+01]
 [-8.56930122e-03  1.45547749e+01]
 [-8.55877357e-03  1.45695363e+01]
 [-8.54736911e-03  1.45842978e+01]
 [-8.53631966e-03  1.45990592e+01]
 [-8.52480225e-03  1.46138206e+01]
 [-8.51309838e-03  1.46285821e+01]
 [-8.50113391e-03  1.46433435e+01]
 [-8.48884690e-03  1.46581049e+01]
 [-8.47646414e-03  1.46728664e+01]
 [-8.46385228e-03  1.46876278e+01]
 [-8.45086837e-03  1.47023892e+01]
 [-8.43598969e-03  1.47171507e+01]
 [-8.42371937e-03  1.47319121e+01]
 [-8.41064509e-03  1.47466735e+01]
 [-8.39609530e-03  1.47614350e+01]
 [-8.38242075e-03  1.47761964e+01]
 [-8.36730859e-03  1.47909578e+01]
 [-8.35224971e-03  1.48057193e+01]
 [-8.33744659e-03  1.48204807e+01]
 [-8.33770604e-03  1.48352422e+01]
 [-8.33847141e-03  1.48500036e+01]
 [-8.33972326e-03  1.48647650e+01]
 [-8.34144211e-03  1.48795265e+01]
 [-8.34360851e-03  1.48942879e+01]
 [-8.34620300e-03  1.49090493e+01]
 [-8.34920612e-03  1.49238108e+01]
 [-8.35259842e-03  1.49385722e+01]
 [-8.35636044e-03  1.49533336e+01]
 [-8.36047271e-03  1.49680951e+01]
 [-8.36491577e-03  1.49828565e+01]
 [-8.36967018e-03  1.49976179e+01]
 [-8.37471647e-03  1.50123794e+01]
 [-8.38003518e-03  1.50271408e+01]
 [-8.38560685e-03  1.50419022e+01]
 [-8.39141203e-03  1.50566637e+01]
 [-8.39743125e-03  1.50714251e+01]
 [-8.40364506e-03  1.50861865e+01]
 [-8.41003399e-03  1.51009480e+01]
 [-8.41657860e-03  1.51157094e+01]
 [-8.42325942e-03  1.51304709e+01]
 [-8.43005699e-03  1.51452323e+01]
 [-8.43695185e-03  1.51599937e+01]
 [-8.44392455e-03  1.51747552e+01]
 [-8.45095562e-03  1.51895166e+01]
 [-8.45802561e-03  1.52042780e+01]
 [-8.46511506e-03  1.52190395e+01]
 [-8.47220451e-03  1.52338009e+01]
 [-8.47927450e-03  1.52485623e+01]
 [-8.48630558e-03  1.52633238e+01]
 [-8.49327827e-03  1.52780852e+01]
 [-8.50017314e-03  1.52928466e+01]
 [-8.50697071e-03  1.53076081e+01]
 [-8.51365152e-03  1.53223695e+01]
 [-8.52019613e-03  1.53371309e+01]
 [-8.52658507e-03  1.53518924e+01]
 [-8.53279888e-03  1.53666538e+01]
 [-8.53881810e-03  1.53814152e+01]
 [-8.54462328e-03  1.53961767e+01]
 [-8.55019495e-03  1.54109381e+01]
 [-8.55551366e-03  1.54256996e+01]
 [-8.56055994e-03  1.54404610e+01]
 [-8.56531435e-03  1.54552224e+01]
 [-8.56975742e-03  1.54699839e+01]
 [-8.57386969e-03  1.54847453e+01]
 [-8.57763170e-03  1.54995067e+01]
 [-8.58102400e-03  1.55142682e+01]
 [-8.58402713e-03  1.55290296e+01]
 [-8.58662162e-03  1.55437910e+01]
 [-8.58878802e-03  1.55585525e+01]
 [-8.59050687e-03  1.55733139e+01]
 [-8.59175871e-03  1.55880753e+01]
 [-8.59252409e-03  1.56028368e+01]
 [-8.59278354e-03  1.56175982e+01]
 [-8.27297467e-03  1.56323596e+01]
 [-8.26341530e-03  1.56471211e+01]
 [-8.25402608e-03  1.56618825e+01]
 [-8.24510805e-03  1.56766439e+01]
 [-8.23700896e-03  1.56914054e+01]
 [-8.22953720e-03  1.57061668e+01]
 [-8.22176271e-03  1.57209283e+01]
 [-8.21520886e-03  1.57356897e+01]
 [-8.20875390e-03  1.57504511e+01]
 [-8.20134049e-03  1.57652126e+01]
 [-8.19680451e-03  1.57799740e+01]
 [-8.19285680e-03  1.57947354e+01]
 [-8.18771100e-03  1.58094969e+01]
 [-8.18367177e-03  1.58242583e+01]
 [-8.17910429e-03  1.58390197e+01]
 [-8.17522240e-03  1.58537812e+01]
 [-8.17152615e-03  1.58685426e+01]
 [-8.16808617e-03  1.58833040e+01]
 [-8.16465604e-03  1.58980655e+01]
 [-8.16187101e-03  1.59128269e+01]
 [-8.15932477e-03  1.59275883e+01]
 [-8.15487143e-03  1.59423498e+01]
 [-8.15409680e-03  1.59571112e+01]
 [-8.15317460e-03  1.59718726e+01]
 [-8.15084782e-03  1.59866341e+01]
 [-8.14988329e-03  1.60013955e+01]
 [-8.14854077e-03  1.60161570e+01]
 [-8.14792547e-03  1.60309184e+01]
 [-8.14710966e-03  1.60456798e+01]
 [-8.14639404e-03  1.60604413e+01]
 [-8.14657090e-03  1.60752027e+01]
 [-8.14822877e-03  1.60899641e+01]
 [-8.14990797e-03  1.61047256e+01]
 [-8.15172339e-03  1.61194870e+01]
 [-8.15350500e-03  1.61342484e+01]
 [-8.15572250e-03  1.61490099e+01]
 [-8.15645747e-03  1.61637713e+01]
 [-8.15985165e-03  1.61785327e+01]
 [-8.16289124e-03  1.61932942e+01]
 [-8.16486690e-03  1.62080556e+01]
 [-8.16770405e-03  1.62228170e+01]
 [-8.17018160e-03  1.62375785e+01]
 [-8.17298091e-03  1.62523399e+01]
 [-8.17611979e-03  1.62671013e+01]
 [-8.17995198e-03  1.62818628e+01]
 [-8.18296971e-03  1.62966242e+01]
 [-8.18623145e-03  1.63113857e+01]
 [-8.18931556e-03  1.63261471e+01]
 [-8.19209831e-03  1.63409085e+01]
 [-8.19601116e-03  1.63556700e+01]
 [-8.19995637e-03  1.63704314e+01]
 [-8.20409491e-03  1.63851928e+01]
 [-8.20854516e-03  1.63999543e+01]
 [-8.21254928e-03  1.64147157e+01]
 [-8.21695556e-03  1.64294771e+01]
 [-8.22144789e-03  1.64442386e+01]
 [-8.22619142e-03  1.64590000e+01]
 [-8.23077629e-03  1.64737614e+01]
 [-8.23458030e-03  1.64885229e+01]
 [-8.24023064e-03  1.65032843e+01]
 [-8.24585323e-03  1.65180457e+01]
 [-8.25046831e-03  1.65328072e+01]
 [-8.25596916e-03  1.65475686e+01]
 [-8.26109513e-03  1.65623300e+01]
 [-8.26498318e-03  1.65770915e+01]
 [-8.27148223e-03  1.65918529e+01]
 [-8.27786355e-03  1.66066144e+01]
 [-8.28307905e-03  1.66213758e+01]
 [-8.28945857e-03  1.66361372e+01]
 [-8.29493605e-03  1.66508987e+01]
 [-8.30107885e-03  1.66656601e+01]
 [-8.30694974e-03  1.66804215e+01]
 [-8.31314039e-03  1.66951830e+01]
 [-8.31915161e-03  1.67099444e+01]
 [-8.32554664e-03  1.67247058e+01]
 [-8.33192258e-03  1.67394673e+01]
 [-8.33829194e-03  1.67542287e+01]
 [-8.34475541e-03  1.67689901e+01]
 [-8.35092705e-03  1.67837516e+01]
 [-8.35776709e-03  1.67985130e+01]
 [-8.36476525e-03  1.68132744e+01]
 [-8.37143590e-03  1.68280359e+01]
 [-8.37833158e-03  1.68427973e+01]
 [-8.38342486e-03  1.68575587e+01]
 [-8.39125672e-03  1.68723202e+01]
 [-8.39929236e-03  1.68870816e+01]
 [-8.40581469e-03  1.69018431e+01]
 [-8.41307487e-03  1.69166045e+01]
 [-8.41979747e-03  1.69313659e+01]
 [-8.42667826e-03  1.69461274e+01]
 [-8.43453536e-03  1.69608888e+01]
 [-8.44223792e-03  1.69756502e+01]
 [-8.44916314e-03  1.69904117e+01]
 [-8.45680369e-03  1.70051731e+01]
 [-8.46440044e-03  1.70199345e+01]
 [-8.47211900e-03  1.70346960e+01]
 [-8.47964696e-03  1.70494574e+01]
 [-8.48744386e-03  1.70642188e+01]
 [-8.49498985e-03  1.70789803e+01]
 [-8.50264007e-03  1.70937417e+01]
 [-8.51038254e-03  1.71085031e+01]
 [-8.51797326e-03  1.71232646e+01]
 [-8.52561579e-03  1.71380260e+01]
 [-8.53363108e-03  1.71527874e+01]
 [-8.54159117e-03  1.71675489e+01]
 [-8.54848682e-03  1.71823103e+01]
 [-8.55690867e-03  1.71970718e+01]
 [-8.56538368e-03  1.72118332e+01]
 [-8.57304370e-03  1.72265946e+01]
 [-8.58117972e-03  1.72413561e+01]
 [-8.58887750e-03  1.72561175e+01]
 [-8.59703289e-03  1.72708789e+01]
 [-8.60504313e-03  1.72856404e+01]
 [-8.61303282e-03  1.73004018e+01]
 [-8.62123020e-03  1.73151632e+01]
 [-8.62846861e-03  1.73299247e+01]
 [-8.63697565e-03  1.73446861e+01]
 [-8.64553309e-03  1.73594475e+01]
 [-8.65354894e-03  1.73742090e+01]
 [-8.66185789e-03  1.73889704e+01]
 [-8.66977095e-03  1.74037318e+01]
 [-8.67807715e-03  1.74184933e+01]
 [-8.68509397e-03  1.74332547e+01]
 [-8.69403698e-03  1.74480161e+01]
 [-8.70271421e-03  1.74627776e+01]
 [-8.71070212e-03  1.74775390e+01]
 [-8.71907768e-03  1.74923005e+01]
 [-8.72716884e-03  1.75070619e+01]
 [-8.73537911e-03  1.75218233e+01]
 [-8.74344150e-03  1.75365848e+01]
 [-8.74341925e-03  1.75513462e+01]
 [-8.74335359e-03  1.75661076e+01]
 [-8.74324611e-03  1.75808691e+01]
 [-8.74309842e-03  1.75956305e+01]
 [-8.74291214e-03  1.76103919e+01]
 [-8.74268888e-03  1.76251534e+01]
 [-8.74243023e-03  1.76399148e+01]
 [-8.74213781e-03  1.76546762e+01]
 [-8.74181323e-03  1.76694377e+01]
 [-8.74145809e-03  1.76841991e+01]
 [-8.74107401e-03  1.76989605e+01]
 [-8.74066259e-03  1.77137220e+01]
 [-8.74022543e-03  1.77284834e+01]
 [-8.73976416e-03  1.77432448e+01]
 [-8.73928037e-03  1.77580063e+01]
 [-8.73877567e-03  1.77727677e+01]
 [-8.73825167e-03  1.77875292e+01]
 [-8.73770999e-03  1.78022906e+01]
 [-8.73715222e-03  1.78170520e+01]
 [-8.73657998e-03  1.78318135e+01]
 [-8.73599488e-03  1.78465749e+01]
 [-8.73539852e-03  1.78613363e+01]
 [-8.73479250e-03  1.78760978e+01]
 [-8.73417845e-03  1.78908592e+01]
 [-8.73355797e-03  1.79056206e+01]
 [-8.73293266e-03  1.79203821e+01]
 [-8.73230413e-03  1.79351435e+01]
 [-8.73167400e-03  1.79499049e+01]
 [-8.73104386e-03  1.79646664e+01]
 [-8.73041534e-03  1.79794278e+01]
 [-8.72979003e-03  1.79941892e+01]
 [-8.72916954e-03  1.80089507e+01]
 [-8.72855549e-03  1.80237121e+01]
 [-8.72794948e-03  1.80384735e+01]
 [-8.72735312e-03  1.80532350e+01]
 [-8.72676801e-03  1.80679964e+01]
 [-8.72619577e-03  1.80827578e+01]
 [-8.72563801e-03  1.80975193e+01]
 [-8.72509632e-03  1.81122807e+01]
 [-8.72457233e-03  1.81270422e+01]
 [-8.72406763e-03  1.81418036e+01]
 [-8.72358384e-03  1.81565650e+01]
 [-8.72312256e-03  1.81713265e+01]
 [-8.72268541e-03  1.81860879e+01]
 [-8.72227399e-03  1.82008493e+01]
 [-8.72188990e-03  1.82156108e+01]
 [-8.72153477e-03  1.82303722e+01]
 [-8.72121018e-03  1.82451336e+01]
 [-8.72091776e-03  1.82598951e+01]
 [-8.72065912e-03  1.82746565e+01]
 [-8.72043585e-03  1.82894179e+01]
 [-8.72024957e-03  1.83041794e+01]
 [-8.72010189e-03  1.83189408e+01]
 [-8.71999441e-03  1.83337022e+01]
 [-8.71992874e-03  1.83484637e+01]
 [-8.71990650e-03  1.83632251e+01]
 [-8.41432490e-03  1.83779865e+01]
 [-8.41199072e-03  1.83927480e+01]
 [-8.40866917e-03  1.84075094e+01]
 [-8.40700709e-03  1.84222709e+01]
 [-8.40636945e-03  1.84370323e+01]
 [-8.40596747e-03  1.84517937e+01]
 [-8.40650870e-03  1.84665552e+01]
 [-8.40735004e-03  1.84813166e+01]
 [-8.40819393e-03  1.84960780e+01]
 [-8.40953393e-03  1.85108395e+01]
 [-8.41095892e-03  1.85256009e+01]
 [-8.41272436e-03  1.85403623e+01]
 [-8.41598375e-03  1.85551238e+01]
 [-8.41921088e-03  1.85698852e+01]
 [-8.42301721e-03  1.85846466e+01]
 [-8.42650073e-03  1.85994081e+01]
 [-8.43002003e-03  1.86141695e+01]
 [-8.43462914e-03  1.86289309e+01]
 [-8.43917550e-03  1.86436924e+01]
 [-8.44440528e-03  1.86584538e+01]
 [-8.44994871e-03  1.86732152e+01]
 [-8.45616353e-03  1.86879767e+01]
 [-8.46230078e-03  1.87027381e+01]
 [-8.46791715e-03  1.87174996e+01]
 [-8.47297504e-03  1.87322610e+01]
 [-8.48070535e-03  1.87470224e+01]
 [-8.48820475e-03  1.87617839e+01]
 [-8.49497423e-03  1.87765453e+01]
 [-8.50094142e-03  1.87913067e+01]
 [-8.50965449e-03  1.88060682e+01]
 [-8.51747403e-03  1.88208296e+01]
 [-8.52529156e-03  1.88355910e+01]
 [-8.53438247e-03  1.88503525e+01]
 [-8.54198155e-03  1.88651139e+01]
 [-8.55100802e-03  1.88798753e+01]
 [-8.55924596e-03  1.88946368e+01]
 [-8.56825293e-03  1.89093982e+01]
 [-8.57684596e-03  1.89241596e+01]
 [-8.58603067e-03  1.89389211e+01]
 [-8.59607957e-03  1.89536825e+01]
 [-8.60478405e-03  1.89684439e+01]
 [-8.61369194e-03  1.89832054e+01]
 [-8.62316291e-03  1.89979668e+01]
 [-8.63286976e-03  1.90127283e+01]
 [-8.64289840e-03  1.90274897e+01]
 [-8.65286530e-03  1.90422511e+01]
 [-8.66256925e-03  1.90570126e+01]
 [-8.67190134e-03  1.90717740e+01]
 [-8.68275220e-03  1.90865354e+01]
 [-8.69190798e-03  1.91012969e+01]
 [-8.70143791e-03  1.91160583e+01]
 [-8.71176993e-03  1.91308197e+01]
 [-8.72187912e-03  1.91455812e+01]
 [-8.73280937e-03  1.91603426e+01]
 [-8.74224921e-03  1.91751040e+01]
 [-8.75153742e-03  1.91898655e+01]
 [-8.76124586e-03  1.92046269e+01]
 [-8.77253047e-03  1.92193883e+01]
 [-8.78443175e-03  1.92341498e+01]
 [-8.79354068e-03  1.92489112e+01]
 [-8.80366933e-03  1.92636726e+01]
 [-8.81422128e-03  1.92784341e+01]
 [-8.82433602e-03  1.92931955e+01]
 [-8.83529291e-03  1.93079570e+01]
 [-8.84606148e-03  1.93227184e+01]
 [-8.85661661e-03  1.93374798e+01]
 [-8.86642362e-03  1.93522413e+01]
 [-8.87682062e-03  1.93670027e+01]
 [-8.88768714e-03  1.93817641e+01]
 [-8.89831509e-03  1.93965256e+01]
 [-8.90903506e-03  1.94112870e+01]
 [-8.91982702e-03  1.94260484e+01]
 [-8.93045296e-03  1.94408099e+01]
 [-8.94120756e-03  1.94555713e+01]
 [-8.95189540e-03  1.94703327e+01]
 [-8.96153658e-03  1.94850942e+01]
 [-8.97303509e-03  1.94998556e+01]
 [-8.98322678e-03  1.95146170e+01]
 [-8.99412832e-03  1.95293785e+01]
 [-9.00544854e-03  1.95441399e+01]
 [-9.01550600e-03  1.95589013e+01]
 [-9.02734130e-03  1.95736628e+01]
 [-9.03770681e-03  1.95884242e+01]
 [-9.04799058e-03  1.96031857e+01]
 [-9.05713647e-03  1.96179471e+01]
 [-9.06833279e-03  1.96327085e+01]
 [-9.08015998e-03  1.96474700e+01]
 [-9.08977401e-03  1.96622314e+01]
 [-9.10021301e-03  1.96769928e+01]
 [-9.11044463e-03  1.96917543e+01]
 [-9.12125125e-03  1.97065157e+01]
 [-9.13194308e-03  1.97212771e+01]
 [-9.14246360e-03  1.97360386e+01]
 [-9.15310082e-03  1.97508000e+01]
 [-9.16309832e-03  1.97655614e+01]
