 [-8.74006638e-03  2.91685955e+01]
 [-8.74850007e-03  2.91833570e+01]
 [-8.75469484e-03  2.91981184e+01]
 [-8.76206627e-03  2.92128798e+01]
 [-8.76866180e-03  2.92276413e+01]
 [-8.76828124e-03  2.92424027e+01]
 [-8.76716193e-03  2.92571641e+01]
 [-8.76533747e-03  2.92719256e+01]
 [-8.76284142e-03  2.92866870e+01]
 [-8.75970736e-03  2.93014484e+01]
 [-8.75596888e-03  2.93162099e+01]
 [-8.75165956e-03  2.93309713e+01]
 [-8.74681297e-03  2.93457327e+01]
 [-8.74146269e-03  2.93604942e+01]
 [-8.73564230e-03  2.93752556e+01]
 [-8.72938539e-03  2.93900170e+01]
 [-8.72272552e-03  2.94047785e+01]
 [-8.71569628e-03  2.94195399e+01]
 [-8.70833126e-03  2.94343013e+01]
 [-8.70066401e-03  2.94490628e+01]
 [-8.69272814e-03  2.94638242e+01]
 [-8.68455721e-03  2.94785857e+01]
 [-8.67618481e-03  2.94933471e+01]
 [-8.66764451e-03  2.95081085e+01]
 [-8.65896990e-03  2.95228700e+01]
 [-8.65019454e-03  2.95376314e+01]
 [-8.64135203e-03  2.95523928e+01]
 [-8.63247594e-03  2.95671543e+01]
 [-8.62359985e-03  2.95819157e+01]
 [-8.61475734e-03  2.95966771e+01]
 [-8.60598199e-03  2.96114386e+01]
 [-8.59730738e-03  2.96262000e+01]
 [-8.58876708e-03  2.96409614e+01]
 [-8.58039467e-03  2.96557229e+01]
 [-8.57222375e-03  2.96704843e+01]
 [-8.56428787e-03  2.96852457e+01]
 [-8.55662063e-03  2.97000072e+01]
 [-8.54925560e-03  2.97147686e+01]
 [-8.54222637e-03  2.97295300e+01]
 [-8.53556650e-03  2.97442915e+01]
 [-8.52930959e-03  2.97590529e+01]
 [-8.52348920e-03  2.97738144e+01]
 [-8.51813892e-03  2.97885758e+01]
 [-8.51329233e-03  2.98033372e+01]
 [-8.50898300e-03  2.98180987e+01]
 [-8.50524453e-03  2.98328601e+01]
 [-8.50211047e-03  2.98476215e+01]
 [-8.49961442e-03  2.98623830e+01]
 [-8.49778995e-03  2.98771444e+01]
 [-8.49667065e-03  2.98919058e+01]
 [-8.49629008e-03  2.99066673e+01]
 [-8.19014521e-03  2.99214287e+01]
 [-8.18578140e-03  2.99361901e+01]
 [-8.18131635e-03  2.99509516e+01]
 [-8.17793434e-03  2.99657130e+01]
 [-8.17302748e-03  2.99804744e+01]
 [-8.16936267e-03  2.99952359e+01]
 [-8.16918658e-03  3.00099973e+01]
 [-8.16778321e-03  3.00247587e+01]
 [-8.16532514e-03  3.00395202e+01]
 [-8.16386942e-03  3.00542816e+01]
 [-8.16226519e-03  3.00690431e+01]
 [-8.16120382e-03  3.00838045e+01]
 [-8.15906610e-03  3.00985659e+01]
 [-8.15866164e-03  3.01133274e+01]
 [-8.15850955e-03  3.01280888e+01]
 [-8.15748835e-03  3.01428502e+01]
 [-8.15721684e-03  3.01576117e+01]
 [-8.15763185e-03  3.01723731e+01]
 [-8.15798236e-03  3.01871345e+01]
 [-8.15780039e-03  3.02018960e+01]
 [-8.15766061e-03  3.02166574e+01]
 [-8.15809344e-03  3.02314188e+01]
 [-8.15871388e-03  3.02461803e+01]
 [-8.15906690e-03  3.02609417e+01]
 [-8.15813277e-03  3.02757031e+01]
 [-8.15984310e-03  3.02904646e+01]
 [-8.16191368e-03  3.03052260e+01]
 [-8.16133585e-03  3.03199874e+01]
 [-8.16286578e-03  3.03347489e+01]
 [-8.16416172e-03  3.03495103e+01]
 [-8.16670458e-03  3.03642718e+01]
 [-8.16581866e-03  3.03790332e+01]
 [-8.16789007e-03  3.03937946e+01]
 [-8.17263278e-03  3.04085561e+01]
 [-8.17374136e-03  3.04233175e+01]
 [-8.17523566e-03  3.04380789e+01]
 [-8.17670146e-03  3.04528404e+01]
 [-8.17848657e-03  3.04676018e+01]
 [-8.17982947e-03  3.04823632e+01]
 [-8.18138475e-03  3.04971247e+01]
 [-8.18276837e-03  3.05118861e+01]
 [-8.18275753e-03  3.05266475e+01]
 [-8.18520112e-03  3.05414090e+01]
 [-8.18769924e-03  3.05561704e+01]
 [-8.18716148e-03  3.05709318e+01]
 [-8.18987324e-03  3.05856933e+01]
 [-8.19182598e-03  3.06004547e+01]
 [-8.19239928e-03  3.06152161e+01]
 [-8.19369604e-03  3.06299776e+01]
 [-8.19464766e-03  3.06447390e+01]
 [-8.19574893e-03  3.06595005e+01]
 [-8.19691838e-03  3.06742619e+01]
 [-8.19803810e-03  3.06890233e+01]
 [-8.19725012e-03  3.07037848e+01]
 [-8.19776229e-03  3.07185462e+01]
 [-8.20194668e-03  3.07333076e+01]
 [-8.20385673e-03  3.07480691e+01]
 [-8.20466836e-03  3.07628305e+01]
 [-8.20632687e-03  3.07775919e+01]
 [-8.20735486e-03  3.07923534e+01]
 [-8.20739064e-03  3.08071148e+01]
 [-8.20937157e-03  3.08218762e+01]
 [-8.21030857e-03  3.08366377e+01]
 [-8.21182940e-03  3.08513991e+01]
 [-8.21406478e-03  3.08661605e+01]
 [-8.21415668e-03  3.08809220e+01]
 [-8.21582370e-03  3.08956834e+01]
 [-8.21540771e-03  3.09104448e+01]
 [-8.21761683e-03  3.09252063e+01]
 [-8.21971855e-03  3.09399677e+01]
 [-8.22010067e-03  3.09547292e+01]
 [-8.22004883e-03  3.09694906e+01]
 [-8.22204632e-03  3.09842520e+01]
 [-8.22400351e-03  3.09990135e+01]
 [-8.22456909e-03  3.10137749e+01]
 [-8.22616021e-03  3.10285363e+01]
 [-8.22624651e-03  3.10432978e+01]
 [-8.22799028e-03  3.10580592e+01]
 [-8.22915217e-03  3.10728206e+01]
 [-8.23017251e-03  3.10875821e+01]
 [-8.23019296e-03  3.11023435e+01]
 [-8.23076778e-03  3.11171049e+01]
 [-8.23370193e-03  3.11318664e+01]
 [-8.23430413e-03  3.11466278e+01]
 [-8.23551497e-03  3.11613892e+01]
 [-8.23698929e-03  3.11761507e+01]
 [-8.23767382e-03  3.11909121e+01]
 [-8.23876478e-03  3.12056735e+01]
 [-8.23936382e-03  3.12204350e+01]
 [-8.23861011e-03  3.12351964e+01]
 [-8.24078815e-03  3.12499579e+01]
 [-8.24290155e-03  3.12647193e+01]
 [-8.24303296e-03  3.12794807e+01]
 [-8.24223759e-03  3.12942422e+01]
 [-8.24260621e-03  3.13090036e+01]
 [-8.24619402e-03  3.13237650e+01]
 [-8.24694351e-03  3.13385265e+01]
 [-8.24797298e-03  3.13532879e+01]
 [-8.24913634e-03  3.13680493e+01]
 [-8.24972193e-03  3.13828108e+01]
 [-8.25063549e-03  3.13975722e+01]
 [-8.25150526e-03  3.14123336e+01]
 [-8.25246802e-03  3.14270951e+01]
 [-8.25329113e-03  3.14418565e+01]
 [-8.25411636e-03  3.14566179e+01]
 [-8.25496848e-03  3.14713794e+01]
 [-8.25572737e-03  3.14861408e+01]
 [-8.25555626e-03  3.15009022e+01]
 [-8.25542612e-03  3.15156637e+01]
 [-8.25826615e-03  3.15304251e+01]
 [-8.25996145e-03  3.15451866e+01]
 [-8.25852483e-03  3.15599480e+01]
 [-8.26104477e-03  3.15747094e+01]
 [-8.26153735e-03  3.15894709e+01]
 [-8.26283037e-03  3.16042323e+01]
 [-8.26370638e-03  3.16189937e+01]
 [-8.26465986e-03  3.16337552e+01]
 [-8.26737823e-03  3.16485166e+01]
 [-8.26769708e-03  3.16632780e+01]
 [-8.26903745e-03  3.16780395e+01]
 [-8.26972139e-03  3.16928009e+01]
 [-8.27085244e-03  3.17075623e+01]
 [-8.27168198e-03  3.17223238e+01]
 [-8.27263072e-03  3.17370852e+01]
 [-8.27335010e-03  3.17518466e+01]
 [-8.27239304e-03  3.17666081e+01]
 [-8.27470182e-03  3.17813695e+01]
 [-8.27680067e-03  3.17961309e+01]
 [-8.27653799e-03  3.18108924e+01]
 [-8.27789000e-03  3.18256538e+01]
 [-8.27850665e-03  3.18404153e+01]
 [-8.27794051e-03  3.18551767e+01]
 [-8.27915790e-03  3.18699381e+01]
 [-8.27835287e-03  3.18846996e+01]
 [-8.28097473e-03  3.18994610e+01]
 [-8.28394533e-03  3.19142224e+01]
 [-8.28344665e-03  3.19289839e+01]
 [-8.28321574e-03  3.19437453e+01]
 [-8.28544289e-03  3.19585067e+01]
 [-8.28758712e-03  3.19732682e+01]
 [-8.28774948e-03  3.19880296e+01]
 [-8.29049900e-03  3.20027910e+01]
 [-8.29140080e-03  3.20175525e+01]
 [-8.29265490e-03  3.20323139e+01]
 [-8.29364760e-03  3.20470753e+01]
 [-8.29473903e-03  3.20618368e+01]
 [-8.29567351e-03  3.20765982e+01]
 [-8.29527362e-03  3.20913596e+01]
 [-8.29614993e-03  3.21061211e+01]
 [-8.29857618e-03  3.21208825e+01]
 [-8.29942484e-03  3.21356440e+01]
 [-8.30007628e-03  3.21504054e+01]
 [-8.30065414e-03  3.21651668e+01]
 [-8.30137059e-03  3.21799283e+01]
 [-8.30199443e-03  3.21946897e+01]
 [-8.30187098e-03  3.22094511e+01]
 [-8.30171300e-03  3.22242126e+01]
 [-8.30328859e-03  3.22389740e+01]
 [-8.30425776e-03  3.22537354e+01]
 [-8.30420103e-03  3.22684969e+01]
 [-8.30469899e-03  3.22832583e+01]
 [-8.30482832e-03  3.22980197e+01]
 [-8.30466584e-03  3.23127812e+01]
 [-8.30448854e-03  3.23275426e+01]
 [-8.30500514e-03  3.23423040e+01]
 [-8.30343635e-03  3.23570655e+01]
 [-8.30437970e-03  3.23718269e+01]
 [-8.30524399e-03  3.23865883e+01]
 [-8.30438657e-03  3.24013498e+01]
 [-8.30448859e-03  3.24161112e+01]
 [-8.30545218e-03  3.24308726e+01]
 [-8.30829733e-03  3.24456341e+01]
 [-8.31295562e-03  3.24603955e+01]
 [-8.31935863e-03  3.24751570e+01]
 [-8.32743795e-03  3.24899184e+01]
 [-8.33712514e-03  3.25046798e+01]
 [-8.34835179e-03  3.25194413e+01]
 [-8.36104949e-03  3.25342027e+01]
 [-8.37514980e-03  3.25489641e+01]
 [-8.39058431e-03  3.25637256e+01]
 [-8.40728460e-03  3.25784870e+01]
 [-8.42518224e-03  3.25932484e+01]
 [-8.44420883e-03  3.26080099e+01]
 [-8.46429593e-03  3.26227713e+01]
 [-8.48537512e-03  3.26375327e+01]
 [-8.50737799e-03  3.26522942e+01]
 [-8.53023612e-03  3.26670556e+01]
 [-8.55388109e-03  3.26818170e+01]
 [-8.57824446e-03  3.26965785e+01]
 [-8.60325783e-03  3.27113399e+01]
 [-8.62885278e-03  3.27261013e+01]
 [-8.65496088e-03  3.27408628e+01]
 [-8.68151371e-03  3.27556242e+01]
 [-8.70844285e-03  3.27703857e+01]
 [-8.73567989e-03  3.27851471e+01]
 [-8.76315640e-03  3.27999085e+01]
 [-8.79080395e-03  3.28146700e+01]
 [-8.81855414e-03  3.28294314e+01]
 [-8.84633854e-03  3.28441928e+01]
 [-8.87408873e-03  3.28589543e+01]
 [-8.90173629e-03  3.28737157e+01]
 [-8.92921280e-03  3.28884771e+01]
 [-8.95644983e-03  3.29032386e+01]
 [-8.98337898e-03  3.29180000e+01]
 [-9.00993181e-03  3.29327614e+01]
 [-9.03603991e-03  3.29475229e+01]
 [-9.06163485e-03  3.29622843e+01]
 [-9.08664822e-03  3.29770457e+01]
 [-9.11101160e-03  3.29918072e+01]
 [-9.13465656e-03  3.30065686e+01]
 [-9.15751469e-03  3.30213300e+01]
 [-9.17951756e-03  3.30360915e+01]
 [-9.20059676e-03  3.30508529e+01]
 [-9.22068386e-03  3.30656144e+01]
 [-9.23971044e-03  3.30803758e+01]
 [-9.25760809e-03  3.30951372e+01]
 [-9.27430838e-03  3.31098987e+01]
 [-9.28974289e-03  3.31246601e+01]
 [-9.30384320e-03  3.31394215e+01]
 [-9.31654089e-03  3.31541830e+01]
 [-9.32776755e-03  3.31689444e+01]
 [-9.33745474e-03  3.31837058e+01]
 [-9.34553405e-03  3.31984673e+01]
 [-9.35193707e-03  3.32132287e+01]
 [-9.35659536e-03  3.32279901e+01]
 [-9.35944051e-03  3.32427516e+01]
 [-9.36040409e-03  3.32575130e+01]
 [-8.99058665e-03  3.32722744e+01]
 [-8.97811754e-03  3.32870359e+01]
 [-8.96752194e-03  3.33017973e+01]
 [-8.95753433e-03  3.33165587e+01]
 [-8.94759162e-03  3.33313202e+01]
 [-8.93679707e-03  3.33460816e+01]
 [-8.93001295e-03  3.33608431e+01]
 [-8.92397834e-03  3.33756045e+01]
 [-8.91461088e-03  3.33903659e+01]
 [-8.91011961e-03  3.34051274e+01]
 [-8.90573067e-03  3.34198888e+01]
 [-8.90022526e-03  3.34346502e+01]
 [-8.89601919e-03  3.34494117e+01]
 [-8.89263737e-03  3.34641731e+01]
 [-8.88910758e-03  3.34789345e+01]
 [-8.88671851e-03  3.34936960e+01]
 [-8.88400629e-03  3.35084574e+01]
 [-8.88268694e-03  3.35232188e+01]
 [-8.88231446e-03  3.35379803e+01]
 [-8.88076688e-03  3.35527417e+01]
 [-8.87875724e-03  3.35675031e+01]
 [-8.88003587e-03  3.35822646e+01]
 [-8.88192851e-03  3.35970260e+01]
 [-8.88068587e-03  3.36117874e+01]
 [-8.88323211e-03  3.36265489e+01]
 [-8.88544856e-03  3.36413103e+01]
 [-8.88656829e-03  3.36560718e+01]
 [-8.88929693e-03  3.36708332e+01]
 [-8.89215242e-03  3.36855946e+01]
 [-8.89482630e-03  3.37003561e+01]
 [-8.89766264e-03  3.37151175e+01]
 [-8.90109629e-03  3.37298789e+01]
 [-8.90536953e-03  3.37446404e+01]
 [-8.90767781e-03  3.37594018e+01]
 [-8.91340478e-03  3.37741632e+01]
 [-8.91961761e-03  3.37889247e+01]
 [-8.92253712e-03  3.38036861e+01]
 [-8.92719616e-03  3.38184475e+01]
 [-8.93506599e-03  3.38332090e+01]
 [-8.94138910e-03  3.38479704e+01]
 [-8.94717557e-03  3.38627318e+01]
 [-8.95416386e-03  3.38774933e+01]
 [-8.95872754e-03  3.38922547e+01]
 [-8.96651851e-03  3.39070161e+01]
 [-8.97372247e-03  3.39217776e+01]
 [-8.98001013e-03  3.39365390e+01]
 [-8.98629350e-03  3.39513005e+01]
 [-8.99253238e-03  3.39660619e+01]
 [-9.00167442e-03  3.39808233e+01]
 [-9.00949281e-03  3.39955848e+01]
 [-9.01679452e-03  3.40103462e+01]
 [-9.02463277e-03  3.40251076e+01]
 [-9.03229939e-03  3.40398691e+01]
 [-9.04028973e-03  3.40546305e+01]
 [-9.04830616e-03  3.40693919e+01]
 [-9.05649120e-03  3.40841534e+01]
 [-9.06474380e-03  3.40989148e+01]
 [-9.07318578e-03  3.41136762e+01]
 [-9.08169510e-03  3.41284377e+01]
 [-9.09035800e-03  3.41431991e+01]
 [-9.09888135e-03  3.41579605e+01]
 [-9.10791485e-03  3.41727220e+01]
 [-9.11708272e-03  3.41874834e+01]
 [-9.12455759e-03  3.42022448e+01]
 [-9.13470311e-03  3.42170063e+01]
 [-9.14519164e-03  3.42317677e+01]
 [-9.15414176e-03  3.42465292e+01]
 [-9.16059358e-03  3.42612906e+01]
 [-9.17148774e-03  3.42760520e+01]
 [-9.18280262e-03  3.42908135e+01]
 [-9.19201191e-03  3.43055749e+01]
 [-9.20462364e-03  3.43203363e+01]
 [-9.21241486e-03  3.43350978e+01]
 [-9.22409582e-03  3.43498592e+01]
 [-9.23575085e-03  3.43646206e+01]
 [-9.24483545e-03  3.43793821e+01]
 [-9.25536551e-03  3.43941435e+01]
 [-9.26506364e-03  3.44089049e+01]
 [-9.27521708e-03  3.44236664e+01]
 [-9.28519650e-03  3.44384278e+01]
 [-9.29446686e-03  3.44531892e+01]
 [-9.30520242e-03  3.44679507e+01]
 [-9.31547702e-03  3.44827121e+01]
 [-9.32528370e-03  3.44974735e+01]
 [-9.33664505e-03  3.45122350e+01]
 [-9.34692985e-03  3.45269964e+01]
 [-9.35589750e-03  3.45417579e+01]
 [-9.36639703e-03  3.45565193e+01]
 [-9.37789037e-03  3.45712807e+01]
 [-9.38578049e-03  3.45860422e+01]
 [-9.39797954e-03  3.46008036e+01]
 [-9.40972363e-03  3.46155650e+01]
 [-9.41892865e-03  3.46303265e+01]
 [-9.42998104e-03  3.46450879e+01]
 [-9.43984759e-03  3.46598493e+01]
 [-9.45002050e-03  3.46746108e+01]
 [-9.45994721e-03  3.46893722e+01]
 [-9.46991880e-03  3.47041336e+01]
 [-9.47983779e-03  3.47188951e+01]
 [-9.48976829e-03  3.47336565e+01]
 [-9.49952202e-03  3.47484179e+01]
 [-9.50903472e-03  3.47631794e+01]
 [-9.51765695e-03  3.47779408e+01]
 [-9.52884329e-03  3.47927022e+01]
 [-9.53948868e-03  3.48074637e+01]
 [-9.54712721e-03  3.48222251e+01]
 [-9.55816696e-03  3.48369866e+01]
 [-9.56811144e-03  3.48517480e+01]
 [-9.57756607e-03  3.48665094e+01]
 [-9.58768880e-03  3.48812709e+01]
 [-9.59659368e-03  3.48960323e+01]
 [-9.60556512e-03  3.49107937e+01]
 [-9.61445900e-03  3.49255552e+01]
 [-9.62370726e-03  3.49403166e+01]
 [-9.63079196e-03  3.49550780e+01]
 [-9.64103925e-03  3.49698395e+01]
 [-9.64992587e-03  3.49846009e+01]
 [-9.65901498e-03  3.49993623e+01]
 [-9.66652908e-03  3.50141238e+01]]
